                    time         Energy    pitch_angle            Daa
2022-01-12/04:02:45      5.951e-05     87.00     0.000
2022-01-12/04:02:45      5.951e-05     88.00     0.000
2022-01-12/04:02:45      5.951e-05     89.00     0.000
2022-01-12/04:02:45      5.951e-05     89.50     0.000
2022-01-12/04:02:45      7.026e-05     2.000 2.702e-08
2022-01-12/04:02:45      7.026e-05     5.000 2.855e-08
2022-01-12/04:02:45      7.026e-05     8.000 3.106e-08
2022-01-12/04:02:45      7.026e-05     11.00 3.436e-08
2022-01-12/04:02:45      7.026e-05     14.00 3.812e-08
2022-01-12/04:02:45      7.026e-05     17.00 4.200e-08
2022-01-12/04:02:45      7.026e-05     20.00 4.552e-08
2022-01-12/04:02:45      7.026e-05     23.00 4.751e-08
2022-01-12/04:02:45      7.026e-05     26.00 4.788e-08
2022-01-12/04:02:45      7.026e-05     29.00 4.640e-08
2022-01-12/04:02:45      7.026e-05     32.00 4.408e-08
2022-01-12/04:02:45      7.026e-05     35.00 4.144e-08
2022-01-12/04:02:45      7.026e-05     38.00 3.876e-08
2022-01-12/04:02:45      7.026e-05     41.00 3.665e-08
2022-01-12/04:02:45      7.026e-05     44.00 3.543e-08
2022-01-12/04:02:45      7.026e-05     47.00 3.508e-08
2022-01-12/04:02:45      7.026e-05     50.00 3.612e-08
2022-01-12/04:02:45      7.026e-05     52.00 3.795e-08
2022-01-12/04:02:45      7.026e-05     54.00 4.088e-08
2022-01-12/04:02:45      7.026e-05     56.00 4.638e-08
2022-01-12/04:02:45      7.026e-05     58.00 4.856e-08
2022-01-12/04:02:45      7.026e-05     60.00 2.232e-08
2022-01-12/04:02:45      7.026e-05     62.00 1.140e-08
2022-01-12/04:02:45      7.026e-05     64.00 8.946e-09
2022-01-12/04:02:45      7.026e-05     66.00 1.582e-09
2022-01-12/04:02:45      7.026e-05     68.00     0.000
2022-01-12/04:02:45      7.026e-05     70.00     0.000
2022-01-12/04:02:45      7.026e-05     72.00     0.000
2022-01-12/04:02:45      7.026e-05     74.00     0.000
2022-01-12/04:02:45      7.026e-05     76.00     0.000
2022-01-12/04:02:45      7.026e-05     78.00     0.000
2022-01-12/04:02:45      7.026e-05     80.00     0.000
2022-01-12/04:02:45      7.026e-05     82.00     0.000
2022-01-12/04:02:45      7.026e-05     84.00     0.000
2022-01-12/04:02:45      7.026e-05     85.00     0.000
2022-01-12/04:02:45      7.026e-05     86.00     0.000
2022-01-12/04:02:45      7.026e-05     87.00     0.000
2022-01-12/04:02:45      7.026e-05     88.00     0.000
2022-01-12/04:02:45      7.026e-05     89.00     0.000
2022-01-12/04:02:45      7.026e-05     89.50     0.000
2022-01-12/04:02:45      8.294e-05     2.000 2.545e-08
2022-01-12/04:02:45      8.294e-05     5.000 2.683e-08
2022-01-12/04:02:45      8.294e-05     8.000 2.916e-08
2022-01-12/04:02:45      8.294e-05     11.00 3.240e-08
2022-01-12/04:02:45      8.294e-05     14.00 3.643e-08
2022-01-12/04:02:45      8.294e-05     17.00 4.093e-08
2022-01-12/04:02:45      8.294e-05     20.00 4.539e-08
2022-01-12/04:02:45      8.294e-05     23.00 4.911e-08
2022-01-12/04:02:45      8.294e-05     26.00 5.178e-08
2022-01-12/04:02:45      8.294e-05     29.00 5.257e-08
2022-01-12/04:02:45      8.294e-05     32.00 5.073e-08
2022-01-12/04:02:45      8.294e-05     35.00 4.597e-08
2022-01-12/04:02:45      8.294e-05     38.00 4.069e-08
2022-01-12/04:02:45      8.294e-05     41.00 3.630e-08
2022-01-12/04:02:45      8.294e-05     44.00 3.334e-08
2022-01-12/04:02:45      8.294e-05     47.00 3.202e-08
2022-01-12/04:02:45      8.294e-05     50.00 3.245e-08
2022-01-12/04:02:45      8.294e-05     52.00 3.414e-08
2022-01-12/04:02:45      8.294e-05     54.00 3.661e-08
2022-01-12/04:02:45      8.294e-05     56.00 4.102e-08
2022-01-12/04:02:45      8.294e-05     58.00 4.798e-08
2022-01-12/04:02:45      8.294e-05     60.00 5.651e-08
2022-01-12/04:02:45      8.294e-05     62.00 4.062e-08
2022-01-12/04:02:45      8.294e-05     64.00 2.048e-08
2022-01-12/04:02:45      8.294e-05     66.00 1.590e-08
2022-01-12/04:02:45      8.294e-05     68.00 2.530e-09
2022-01-12/04:02:45      8.294e-05     70.00     0.000
2022-01-12/04:02:45      8.294e-05     72.00     0.000
2022-01-12/04:02:45      8.294e-05     74.00     0.000
2022-01-12/04:02:45      8.294e-05     76.00     0.000
2022-01-12/04:02:45      8.294e-05     78.00     0.000
2022-01-12/04:02:45      8.294e-05     80.00     0.000
2022-01-12/04:02:45      8.294e-05     82.00     0.000
2022-01-12/04:02:45      8.294e-05     84.00     0.000
2022-01-12/04:02:45      8.294e-05     85.00     0.000
2022-01-12/04:02:45      8.294e-05     86.00     0.000
2022-01-12/04:02:45      8.294e-05     87.00     0.000
2022-01-12/04:02:45      8.294e-05     88.00     0.000
2022-01-12/04:02:45      8.294e-05     89.00     0.000
2022-01-12/04:02:45      8.294e-05     89.50     0.000
2022-01-12/04:02:45      0.0001000     2.000 2.438e-08
2022-01-12/04:02:45      0.0001000     5.000 2.555e-08
2022-01-12/04:02:45      0.0001000     8.000 2.749e-08
2022-01-12/04:02:45      0.0001000     11.00 3.021e-08
2022-01-12/04:02:45      0.0001000     14.00 3.367e-08
2022-01-12/04:02:45      0.0001000     17.00 3.701e-08
2022-01-12/04:02:45      0.0001000     20.00 4.001e-08
2022-01-12/04:02:45      0.0001000     23.00 4.422e-08
2022-01-12/04:02:45      0.0001000     26.00 4.840e-08
2022-01-12/04:02:45      0.0001000     29.00 5.189e-08
2022-01-12/04:02:45      0.0001000     32.00 5.293e-08
2022-01-12/04:02:45      0.0001000     35.00 5.123e-08
2022-01-12/04:02:45      0.0001000     38.00 4.704e-08
2022-01-12/04:02:45      0.0001000     41.00 3.996e-08
2022-01-12/04:02:45      0.0001000     44.00 3.365e-08
2022-01-12/04:02:45      0.0001000     47.00 3.015e-08
2022-01-12/04:02:45      0.0001000     50.00 2.942e-08
2022-01-12/04:02:45      0.0001000     52.00 3.061e-08
2022-01-12/04:02:45      0.0001000     54.00 3.322e-08
2022-01-12/04:02:45      0.0001000     56.00 3.731e-08
2022-01-12/04:02:45      0.0001000     58.00 4.318e-08
2022-01-12/04:02:45      0.0001000     60.00 5.227e-08
2022-01-12/04:02:45      0.0001000     62.00 6.548e-08
2022-01-12/04:02:45      0.0001000     64.00 6.715e-08
2022-01-12/04:02:45      0.0001000     66.00 3.767e-08
2022-01-12/04:02:45      0.0001000     68.00 2.810e-08
2022-01-12/04:02:45      0.0001000     70.00 4.341e-09
2022-01-12/04:02:45      0.0001000     72.00     0.000
2022-01-12/04:02:45      0.0001000     74.00     0.000
2022-01-12/04:02:45      0.0001000     76.00     0.000
2022-01-12/04:02:45      0.0001000     78.00     0.000
2022-01-12/04:02:45      0.0001000     80.00     0.000
2022-01-12/04:02:45      0.0001000     82.00     0.000
2022-01-12/04:02:45      0.0001000     84.00     0.000
2022-01-12/04:02:45      0.0001000     85.00     0.000
2022-01-12/04:02:45      0.0001000     86.00     0.000
2022-01-12/04:02:45      0.0001000     87.00     0.000
2022-01-12/04:02:45      0.0001000     88.00     0.000
2022-01-12/04:02:45      0.0001000     89.00     0.000
2022-01-12/04:02:45      0.0001000     89.50     0.000
2022-01-12/04:02:45      0.0001132     2.000 2.417e-08
2022-01-12/04:02:45      0.0001132     5.000 2.512e-08
2022-01-12/04:02:45      0.0001132     8.000 2.661e-08
2022-01-12/04:02:45      0.0001132     11.00 2.868e-08
2022-01-12/04:02:45      0.0001132     14.00 3.130e-08
2022-01-12/04:02:45      0.0001132     17.00 3.449e-08
2022-01-12/04:02:45      0.0001132     20.00 3.817e-08
2022-01-12/04:02:45      0.0001132     23.00 4.266e-08
2022-01-12/04:02:45      0.0001132     26.00 4.514e-08
2022-01-12/04:02:45      0.0001132     29.00 4.624e-08
2022-01-12/04:02:45      0.0001132     32.00 4.889e-08
2022-01-12/04:02:45      0.0001132     35.00 5.003e-08
2022-01-12/04:02:45      0.0001132     38.00 4.757e-08
2022-01-12/04:02:45      0.0001132     41.00 4.266e-08
2022-01-12/04:02:45      0.0001132     44.00 3.595e-08
2022-01-12/04:02:45      0.0001132     47.00 3.007e-08
2022-01-12/04:02:45      0.0001132     50.00 2.820e-08
2022-01-12/04:02:45      0.0001132     52.00 2.905e-08
2022-01-12/04:02:45      0.0001132     54.00 3.155e-08
2022-01-12/04:02:45      0.0001132     56.00 3.568e-08
2022-01-12/04:02:45      0.0001132     58.00 4.181e-08
2022-01-12/04:02:45      0.0001132     60.00 4.977e-08
2022-01-12/04:02:45      0.0001132     62.00 6.221e-08
2022-01-12/04:02:45      0.0001132     64.00 8.108e-08
2022-01-12/04:02:45      0.0001132     66.00 7.523e-08
2022-01-12/04:02:45      0.0001132     68.00 4.806e-08
2022-01-12/04:02:45      0.0001132     70.00 2.743e-08
2022-01-12/04:02:45      0.0001132     72.00 2.072e-11
2022-01-12/04:02:45      0.0001132     74.00     0.000
2022-01-12/04:02:45      0.0001132     76.00     0.000
2022-01-12/04:02:45      0.0001132     78.00     0.000
2022-01-12/04:02:45      0.0001132     80.00     0.000
2022-01-12/04:02:45      0.0001132     82.00     0.000
2022-01-12/04:02:45      0.0001132     84.00     0.000
2022-01-12/04:02:45      0.0001132     85.00     0.000
2022-01-12/04:02:45      0.0001132     86.00     0.000
2022-01-12/04:02:45      0.0001132     87.00     0.000
2022-01-12/04:02:45      0.0001132     88.00     0.000
2022-01-12/04:02:45      0.0001132     89.00     0.000
2022-01-12/04:02:45      0.0001132     89.50     0.000
2022-01-12/04:02:45      0.0001336     2.000 2.471e-08
2022-01-12/04:02:45      0.0001336     5.000 2.542e-08
2022-01-12/04:02:45      0.0001336     8.000 2.647e-08
2022-01-12/04:02:45      0.0001336     11.00 2.785e-08
2022-01-12/04:02:45      0.0001336     14.00 2.962e-08
2022-01-12/04:02:45      0.0001336     17.00 3.177e-08
2022-01-12/04:02:45      0.0001336     20.00 3.423e-08
2022-01-12/04:02:45      0.0001336     23.00 3.692e-08
2022-01-12/04:02:45      0.0001336     26.00 3.970e-08
2022-01-12/04:02:45      0.0001336     29.00 4.268e-08
2022-01-12/04:02:45      0.0001336     32.00 4.631e-08
2022-01-12/04:02:45      0.0001336     35.00 4.305e-08
2022-01-12/04:02:45      0.0001336     38.00 4.267e-08
2022-01-12/04:02:45      0.0001336     41.00 4.131e-08
2022-01-12/04:02:45      0.0001336     44.00 3.658e-08
2022-01-12/04:02:45      0.0001336     47.00 3.116e-08
2022-01-12/04:02:45      0.0001336     50.00 2.741e-08
2022-01-12/04:02:45      0.0001336     52.00 2.752e-08
2022-01-12/04:02:45      0.0001336     54.00 2.988e-08
2022-01-12/04:02:45      0.0001336     56.00 3.421e-08
2022-01-12/04:02:45      0.0001336     58.00 4.057e-08
2022-01-12/04:02:45      0.0001336     60.00 4.962e-08
2022-01-12/04:02:45      0.0001336     62.00 6.046e-08
2022-01-12/04:02:45      0.0001336     64.00 7.675e-08
2022-01-12/04:02:45      0.0001336     66.00 1.034e-07
2022-01-12/04:02:45      0.0001336     68.00 9.955e-08
2022-01-12/04:02:45      0.0001336     70.00 6.815e-08
2022-01-12/04:02:45      0.0001336     72.00 2.803e-08
2022-01-12/04:02:45      0.0001336     74.00     0.000
2022-01-12/04:02:45      0.0001336     76.00     0.000
2022-01-12/04:02:45      0.0001336     78.00     0.000
2022-01-12/04:02:45      0.0001336     80.00     0.000
2022-01-12/04:02:45      0.0001336     82.00     0.000
2022-01-12/04:02:45      0.0001336     84.00     0.000
2022-01-12/04:02:45      0.0001336     85.00     0.000
2022-01-12/04:02:45      0.0001336     86.00     0.000
2022-01-12/04:02:45      0.0001336     87.00     0.000
2022-01-12/04:02:45      0.0001336     88.00     0.000
2022-01-12/04:02:45      0.0001336     89.00     0.000
2022-01-12/04:02:45      0.0001336     89.50     0.000
2022-01-12/04:02:45      0.0001577     2.000 2.556e-08
2022-01-12/04:02:45      0.0001577     5.000 2.612e-08
2022-01-12/04:02:45      0.0001577     8.000 2.687e-08
2022-01-12/04:02:45      0.0001577     11.00 2.786e-08
2022-01-12/04:02:45      0.0001577     14.00 2.903e-08
2022-01-12/04:02:45      0.0001577     17.00 3.045e-08
2022-01-12/04:02:45      0.0001577     20.00 3.202e-08
2022-01-12/04:02:45      0.0001577     23.00 3.362e-08
2022-01-12/04:02:45      0.0001577     26.00 3.530e-08
2022-01-12/04:02:45      0.0001577     29.00 3.717e-08
2022-01-12/04:02:45      0.0001577     32.00 3.887e-08
2022-01-12/04:02:45      0.0001577     35.00 4.036e-08
2022-01-12/04:02:45      0.0001577     38.00 4.203e-08
2022-01-12/04:02:45      0.0001577     41.00 3.616e-08
2022-01-12/04:02:45      0.0001577     44.00 3.335e-08
2022-01-12/04:02:45      0.0001577     47.00 3.026e-08
2022-01-12/04:02:45      0.0001577     50.00 2.698e-08
2022-01-12/04:02:45      0.0001577     52.00 2.672e-08
2022-01-12/04:02:45      0.0001577     54.00 2.895e-08
2022-01-12/04:02:45      0.0001577     56.00 3.367e-08
2022-01-12/04:02:45      0.0001577     58.00 4.061e-08
2022-01-12/04:02:45      0.0001577     60.00 4.993e-08
2022-01-12/04:02:45      0.0001577     62.00 6.247e-08
2022-01-12/04:02:45      0.0001577     64.00 7.748e-08
2022-01-12/04:02:45      0.0001577     66.00 9.838e-08
2022-01-12/04:02:45      0.0001577     68.00 1.355e-07
2022-01-12/04:02:45      0.0001577     70.00 1.270e-07
2022-01-12/04:02:45      0.0001577     72.00 8.794e-08
2022-01-12/04:02:45      0.0001577     74.00 1.641e-08
2022-01-12/04:02:45      0.0001577     76.00     0.000
2022-01-12/04:02:45      0.0001577     78.00     0.000
2022-01-12/04:02:45      0.0001577     80.00     0.000
2022-01-12/04:02:45      0.0001577     82.00     0.000
2022-01-12/04:02:45      0.0001577     84.00     0.000
2022-01-12/04:02:45      0.0001577     85.00     0.000
2022-01-12/04:02:45      0.0001577     86.00     0.000
2022-01-12/04:02:45      0.0001577     87.00     0.000
2022-01-12/04:02:45      0.0001577     88.00     0.000
2022-01-12/04:02:45      0.0001577     89.00     0.000
2022-01-12/04:02:45      0.0001577     89.50     0.000
2022-01-12/04:02:45      0.0001862     2.000 2.631e-08
2022-01-12/04:02:45      0.0001862     5.000 2.678e-08
2022-01-12/04:02:45      0.0001862     8.000 2.734e-08
2022-01-12/04:02:45      0.0001862     11.00 2.803e-08
2022-01-12/04:02:45      0.0001862     14.00 2.880e-08
2022-01-12/04:02:45      0.0001862     17.00 2.962e-08
2022-01-12/04:02:45      0.0001862     20.00 3.052e-08
2022-01-12/04:02:45      0.0001862     23.00 3.144e-08
2022-01-12/04:02:45      0.0001862     26.00 3.250e-08
2022-01-12/04:02:45      0.0001862     29.00 3.356e-08
2022-01-12/04:02:45      0.0001862     32.00 3.441e-08
2022-01-12/04:02:45      0.0001862     35.00 3.503e-08
2022-01-12/04:02:45      0.0001862     38.00 3.569e-08
2022-01-12/04:02:45      0.0001862     41.00 3.592e-08
2022-01-12/04:02:45      0.0001862     44.00 3.629e-08
2022-01-12/04:02:45      0.0001862     47.00 2.721e-08
2022-01-12/04:02:45      0.0001862     50.00 2.605e-08
2022-01-12/04:02:45      0.0001862     52.00 2.617e-08
2022-01-12/04:02:45      0.0001862     54.00 2.868e-08
2022-01-12/04:02:45      0.0001862     56.00 3.425e-08
2022-01-12/04:02:45      0.0001862     58.00 4.243e-08
2022-01-12/04:02:45      0.0001862     60.00 5.271e-08
2022-01-12/04:02:45      0.0001862     62.00 6.536e-08
2022-01-12/04:02:45      0.0001862     64.00 8.236e-08
2022-01-12/04:02:45      0.0001862     66.00 1.027e-07
2022-01-12/04:02:45      0.0001862     68.00 1.300e-07
2022-01-12/04:02:45      0.0001862     70.00 1.815e-07
2022-01-12/04:02:45      0.0001862     72.00 1.560e-07
2022-01-12/04:02:45      0.0001862     74.00 9.657e-08
2022-01-12/04:02:45      0.0001862     76.00 2.653e-10
2022-01-12/04:02:45      0.0001862     78.00     0.000
2022-01-12/04:02:45      0.0001862     80.00     0.000
2022-01-12/04:02:45      0.0001862     82.00     0.000
2022-01-12/04:02:45      0.0001862     84.00     0.000
2022-01-12/04:02:45      0.0001862     85.00     0.000
2022-01-12/04:02:45      0.0001862     86.00     0.000
2022-01-12/04:02:45      0.0001862     87.00     0.000
2022-01-12/04:02:45      0.0001862     88.00     0.000
2022-01-12/04:02:45      0.0001862     89.00     0.000
2022-01-12/04:02:45      0.0001862     89.50     0.000
2022-01-12/04:02:45      0.0002198     2.000 2.614e-08
2022-01-12/04:02:45      0.0002198     5.000 2.659e-08
2022-01-12/04:02:45      0.0002198     8.000 2.712e-08
2022-01-12/04:02:45      0.0002198     11.00 2.774e-08
2022-01-12/04:02:45      0.0002198     14.00 2.841e-08
2022-01-12/04:02:45      0.0002198     17.00 2.908e-08
2022-01-12/04:02:45      0.0002198     20.00 2.968e-08
2022-01-12/04:02:45      0.0002198     23.00 3.024e-08
2022-01-12/04:02:45      0.0002198     26.00 3.073e-08
2022-01-12/04:02:45      0.0002198     29.00 3.115e-08
2022-01-12/04:02:45      0.0002198     32.00 3.145e-08
2022-01-12/04:02:45      0.0002198     35.00 3.182e-08
2022-01-12/04:02:45      0.0002198     38.00 3.208e-08
2022-01-12/04:02:45      0.0002198     41.00 3.188e-08
2022-01-12/04:02:45      0.0002198     44.00 3.193e-08
2022-01-12/04:02:45      0.0002198     47.00 3.200e-08
2022-01-12/04:02:45      0.0002198     50.00 2.756e-08
2022-01-12/04:02:45      0.0002198     52.00 2.613e-08
2022-01-12/04:02:45      0.0002198     54.00 2.932e-08
2022-01-12/04:02:45      0.0002198     56.00 3.587e-08
2022-01-12/04:02:45      0.0002198     58.00 4.647e-08
2022-01-12/04:02:45      0.0002198     60.00 5.920e-08
2022-01-12/04:02:45      0.0002198     62.00 7.281e-08
2022-01-12/04:02:45      0.0002198     64.00 8.910e-08
2022-01-12/04:02:45      0.0002198     66.00 1.115e-07
2022-01-12/04:02:45      0.0002198     68.00 1.380e-07
2022-01-12/04:02:45      0.0002198     70.00 1.757e-07
2022-01-12/04:02:45      0.0002198     72.00 2.416e-07
2022-01-12/04:02:45      0.0002198     74.00 1.816e-07
2022-01-12/04:02:45      0.0002198     76.00 6.783e-08
2022-01-12/04:02:45      0.0002198     78.00     0.000
2022-01-12/04:02:45      0.0002198     80.00     0.000
2022-01-12/04:02:45      0.0002198     82.00     0.000
2022-01-12/04:02:45      0.0002198     84.00     0.000
2022-01-12/04:02:45      0.0002198     85.00     0.000
2022-01-12/04:02:45      0.0002198     86.00     0.000
2022-01-12/04:02:45      0.0002198     87.00     0.000
2022-01-12/04:02:45      0.0002198     88.00     0.000
2022-01-12/04:02:45      0.0002198     89.00     0.000
2022-01-12/04:02:45      0.0002198     89.50     0.000
2022-01-12/04:02:45      0.0002595     2.000 2.477e-08
2022-01-12/04:02:45      0.0002595     5.000 2.519e-08
2022-01-12/04:02:45      0.0002595     8.000 2.571e-08
2022-01-12/04:02:45      0.0002595     11.00 2.628e-08
2022-01-12/04:02:45      0.0002595     14.00 2.693e-08
2022-01-12/04:02:45      0.0002595     17.00 2.758e-08
2022-01-12/04:02:45      0.0002595     20.00 2.825e-08
2022-01-12/04:02:45      0.0002595     23.00 2.885e-08
2022-01-12/04:02:45      0.0002595     26.00 2.938e-08
2022-01-12/04:02:45      0.0002595     29.00 2.971e-08
2022-01-12/04:02:45      0.0002595     32.00 2.983e-08
2022-01-12/04:02:45      0.0002595     35.00 2.983e-08
2022-01-12/04:02:45      0.0002595     38.00 2.973e-08
2022-01-12/04:02:45      0.0002595     41.00 2.976e-08
2022-01-12/04:02:45      0.0002595     44.00 2.982e-08
2022-01-12/04:02:45      0.0002595     47.00 3.022e-08
2022-01-12/04:02:45      0.0002595     50.00 3.174e-08
