Time                       energy      ratio
2022-01-12/01:06:15         0.7291    0.5602
2022-01-12/01:06:15         0.9078    0.5507
2022-01-12/01:06:15          1.129    0.5157
2022-01-12/01:06:15          1.406    0.4616
2022-01-12/01:06:15          1.751    0.3960
2022-01-12/01:06:15          2.180    0.9890
2022-01-12/01:06:15          2.715    0.9952
2022-01-12/01:06:15          3.375    0.9943
2022-01-12/01:06:15          4.202    0.9920
2022-01-12/01:06:15          5.232    0.9874
2022-01-12/01:06:15          6.521    0.9784
2022-01-12/01:06:15          8.126    0.9609
2022-01-12/01:06:15          10.11    0.9288
2022-01-12/01:06:15          12.59    0.9174
2022-01-12/01:06:15          15.68    0.8751
2022-01-12/01:06:15          19.53    0.8119
2022-01-12/01:06:15          24.32    0.7215
2022-01-12/01:06:15          39.23    0.4906
2022-01-12/01:06:15          46.73    0.4210
2022-01-12/01:06:15          56.30    0.3486
2022-01-12/01:06:15          67.84    0.2799
2022-01-12/01:06:15          81.77    0.2225
2022-01-12/01:06:15          98.36    0.2195
2022-01-12/01:06:15          118.6    0.1894
2022-01-12/01:06:15          142.9    0.1560
2022-01-12/01:06:15          171.8    0.1238
2022-01-12/01:06:15          206.7   0.09472
2022-01-12/01:06:15          247.6   0.07247
2022-01-12/01:06:15          295.9   0.07585
2022-01-12/01:06:15          353.2   0.07224
2022-01-12/01:06:15          421.5   0.06421
2022-01-12/01:06:15          504.2   0.05855
2022-01-12/01:06:15          605.4   0.05341
2022-01-12/01:06:15          731.8   0.04972
2022-01-12/01:06:15          972.3   0.04508
2022-01-12/01:06:45        0.03075     0.000
2022-01-12/01:06:45        0.03242     0.000
2022-01-12/01:06:45        0.04127     0.000
2022-01-12/01:06:45        0.05200     0.000
2022-01-12/01:06:45        0.06481     0.000
2022-01-12/01:06:45        0.08088     0.000
2022-01-12/01:06:45         0.1005     0.000
2022-01-12/01:06:45         0.1256     0.000
2022-01-12/01:06:45         0.1565     0.000
2022-01-12/01:06:45         0.1950     0.000
2022-01-12/01:06:45         0.2432   0.02779
2022-01-12/01:06:45         0.3030   0.07083
2022-01-12/01:06:45         0.3776    0.1076
2022-01-12/01:06:45         0.4700    0.2751
2022-01-12/01:06:45         0.5855    0.6333
2022-01-12/01:06:45         0.7291    0.7041
2022-01-12/01:06:45         0.9078    0.6993
2022-01-12/01:06:45          1.129    0.6674
2022-01-12/01:06:45          1.406    0.6119
2022-01-12/01:06:45          1.751    0.5375
2022-01-12/01:06:45          2.180    0.8929
2022-01-12/01:06:45          2.715    0.9471
2022-01-12/01:06:45          3.375    0.9370
2022-01-12/01:06:45          4.202    0.9145
2022-01-12/01:06:45          5.232    0.8746
2022-01-12/01:06:45          6.521    0.8116
2022-01-12/01:06:45          8.126    0.7588
2022-01-12/01:06:45          10.11    0.6922
2022-01-12/01:06:45          12.59    0.8270
2022-01-12/01:06:45          15.68    0.7867
2022-01-12/01:06:45          19.53    0.7368
2022-01-12/01:06:45          24.32    0.6617
2022-01-12/01:06:45          39.23    0.4766
2022-01-12/01:06:45          46.73    0.4149
2022-01-12/01:06:45          56.30    0.3473
2022-01-12/01:06:45          67.84    0.2802
2022-01-12/01:06:45          81.77    0.2186
2022-01-12/01:06:45          98.36    0.1856
2022-01-12/01:06:45          118.6    0.1528
2022-01-12/01:06:45          142.9    0.1273
2022-01-12/01:06:45          171.8    0.1074
2022-01-12/01:06:45          206.7   0.09019
2022-01-12/01:06:45          247.6   0.07733
2022-01-12/01:06:45          295.9   0.07027
2022-01-12/01:06:45          353.2   0.06304
2022-01-12/01:06:45          421.5   0.05592
2022-01-12/01:06:45          504.2   0.05032
2022-01-12/01:06:45          605.4   0.04495
2022-01-12/01:06:45          731.8   0.03993
2022-01-12/01:06:45          972.3   0.03347
2022-01-12/01:07:15        0.03075     0.000
2022-01-12/01:07:15        0.03242     0.000
2022-01-12/01:07:15        0.04127     0.000
2022-01-12/01:07:15        0.05200     0.000
2022-01-12/01:07:15        0.06481     0.000
2022-01-12/01:07:15        0.08088     0.000
2022-01-12/01:07:15         0.1005     0.000
2022-01-12/01:07:15         0.1256     0.000
2022-01-12/01:07:15         0.1565     0.000
2022-01-12/01:07:15         0.1950     0.000
2022-01-12/01:07:15         0.2432   0.01835
2022-01-12/01:07:15         0.3030   0.04672
2022-01-12/01:07:15         0.3776   0.07112
2022-01-12/01:07:15         0.4700    0.6914
2022-01-12/01:07:15         0.5855    0.9491
2022-01-12/01:07:15         0.7291    0.9645
2022-01-12/01:07:15         0.9078    0.9637
2022-01-12/01:07:15          1.129    0.9573
2022-01-12/01:07:15          1.406    0.9443
2022-01-12/01:07:15          1.751    0.9214
2022-01-12/01:07:15          2.180    0.8929
2022-01-12/01:07:15          2.715    0.8651
2022-01-12/01:07:15          3.375    0.8099
2022-01-12/01:07:15          4.202    0.7459
2022-01-12/01:07:15          5.232    0.7202
2022-01-12/01:07:15          6.521    0.6785
2022-01-12/01:07:15          8.126    0.7150
2022-01-12/01:07:15          10.11    0.7181
2022-01-12/01:07:15          12.59    0.9187
2022-01-12/01:07:15          15.68    0.8988
2022-01-12/01:07:15          19.53    0.8678
2022-01-12/01:07:15          24.32    0.8139
2022-01-12/01:07:15          39.23    0.6468
2022-01-12/01:07:15          46.73    0.5813
2022-01-12/01:07:15          56.30    0.5028
2022-01-12/01:07:15          67.84    0.4172
2022-01-12/01:07:15          81.77    0.3319
2022-01-12/01:07:15          98.36    0.2899
2022-01-12/01:07:15          118.6    0.2391
2022-01-12/01:07:15          142.9    0.1978
2022-01-12/01:07:15          171.8    0.1655
2022-01-12/01:07:15          206.7    0.1382
2022-01-12/01:07:15          247.6    0.1166
2022-01-12/01:07:15          295.9    0.1088
2022-01-12/01:07:15          353.2   0.09859
2022-01-12/01:07:15          421.5   0.08714
2022-01-12/01:07:15          504.2   0.07893
2022-01-12/01:07:15          605.4   0.07098
2022-01-12/01:07:15          731.8   0.06373
2022-01-12/01:07:15          972.3   0.05449
2022-01-12/01:07:45        0.03075     0.000
2022-01-12/01:07:45        0.03242     0.000
2022-01-12/01:07:45        0.04127     0.000
2022-01-12/01:07:45        0.05200     0.000
2022-01-12/01:07:45        0.06481     0.000
2022-01-12/01:07:45        0.08088     0.000
2022-01-12/01:07:45         0.1005     0.000
2022-01-12/01:07:45         0.1256     0.000
2022-01-12/01:07:45         0.1565     0.000
2022-01-12/01:07:45         0.1950  0.009172
2022-01-12/01:07:45         0.2432   0.03297
2022-01-12/01:07:45         0.3030   0.06847
2022-01-12/01:07:45         0.3776   0.09419
2022-01-12/01:07:45         0.4700    0.1168
2022-01-12/01:07:45         0.5855    0.1696
2022-01-12/01:07:45         0.7291    0.1900
2022-01-12/01:07:45         0.9078    0.1880
2022-01-12/01:07:45          1.129    0.1763
2022-01-12/01:07:45          1.406    0.1587
2022-01-12/01:07:45          1.751    0.1384
2022-01-12/01:07:45          2.180    0.2158
2022-01-12/01:07:45          2.715    0.2918
2022-01-12/01:07:45          3.375    0.2767
2022-01-12/01:07:45          4.202    0.2430
2022-01-12/01:07:45          5.232    0.2107
2022-01-12/01:07:45          6.521    0.2460
2022-01-12/01:07:45          8.126    0.3880
2022-01-12/01:07:45          10.11    0.3885
2022-01-12/01:07:45          12.59    0.5516
2022-01-12/01:07:45          15.68    0.5081
2022-01-12/01:07:45          19.53    0.4690
2022-01-12/01:07:45          24.32    0.4059
2022-01-12/01:07:45          39.23    0.2714
2022-01-12/01:07:45          46.73    0.2300
2022-01-12/01:07:45          56.30    0.1909
2022-01-12/01:07:45          67.84    0.1564
2022-01-12/01:07:45          81.77    0.1254
2022-01-12/01:07:45          98.36    0.1070
2022-01-12/01:07:45          118.6   0.08981
2022-01-12/01:07:45          142.9   0.07590
2022-01-12/01:07:45          171.8   0.06452
2022-01-12/01:07:45          206.7   0.05469
2022-01-12/01:07:45          247.6   0.04728
2022-01-12/01:07:45          295.9   0.04179
2022-01-12/01:07:45          353.2   0.03681
2022-01-12/01:07:45          421.5   0.03233
2022-01-12/01:07:45          504.2   0.02862
2022-01-12/01:07:45          605.4   0.02530
2022-01-12/01:07:45          731.8   0.02222
2022-01-12/01:07:45          972.3   0.01820
2022-01-12/01:08:15        0.03075     0.000
2022-01-12/01:08:15        0.03242     0.000
2022-01-12/01:08:15        0.04127     0.000
2022-01-12/01:08:15        0.05200     0.000
2022-01-12/01:08:15        0.06481     0.000
2022-01-12/01:08:15        0.08088     0.000
2022-01-12/01:08:15         0.1005     0.000
2022-01-12/01:08:15         0.1256     0.000
2022-01-12/01:08:15         0.1565     0.000
2022-01-12/01:08:15         0.1950  0.005011
2022-01-12/01:08:15         0.2432   0.03978
2022-01-12/01:08:15         0.3030   0.09772
2022-01-12/01:08:15         0.3776    0.1461
2022-01-12/01:08:15         0.4700    0.2083
2022-01-12/01:08:15         0.5855    0.3997
2022-01-12/01:08:15         0.7291    0.4569
2022-01-12/01:08:15         0.9078    0.4505
2022-01-12/01:08:15          1.129    0.4197
2022-01-12/01:08:15          1.406    0.3724
2022-01-12/01:08:15          1.751    0.3166
2022-01-12/01:08:15          2.180    0.4703
2022-01-12/01:08:15          2.715    0.5934
2022-01-12/01:08:15          3.375    0.5534
2022-01-12/01:08:15          4.202    0.4876
2022-01-12/01:08:15          5.232    0.4111
2022-01-12/01:08:15          6.521    0.3555
2022-01-12/01:08:15          8.126    0.4121
2022-01-12/01:08:15          10.11    0.3848
2022-01-12/01:08:15          12.59    0.5112
2022-01-12/01:08:15          15.68    0.4612
2022-01-12/01:08:15          19.53    0.4199
2022-01-12/01:08:15          24.32    0.3606
2022-01-12/01:08:15          39.23    0.2391
2022-01-12/01:08:15          46.73    0.2026
2022-01-12/01:08:15          56.30    0.1664
2022-01-12/01:08:15          67.84    0.1333
2022-01-12/01:08:15          81.77    0.1043
2022-01-12/01:08:15          98.36   0.08653
2022-01-12/01:08:15          118.6   0.07195
2022-01-12/01:08:15          142.9   0.06078
2022-01-12/01:08:15          171.8   0.05172
2022-01-12/01:08:15          206.7   0.04375
2022-01-12/01:08:15          247.6   0.03841
2022-01-12/01:08:15          295.9   0.03368
2022-01-12/01:08:15          353.2   0.02961
2022-01-12/01:08:15          421.5   0.02617
2022-01-12/01:08:15          504.2   0.02324
2022-01-12/01:08:15          605.4   0.02052
2022-01-12/01:08:15          731.8   0.01795
2022-01-12/01:08:15          972.3   0.01456
2022-01-12/01:08:45        0.03075     0.000
2022-01-12/01:08:45        0.03242     0.000
2022-01-12/01:08:45        0.04127     0.000
2022-01-12/01:08:45        0.05200     0.000
2022-01-12/01:08:45        0.06481     0.000
2022-01-12/01:08:45        0.08088     0.000
2022-01-12/01:08:45         0.1005     0.000
2022-01-12/01:08:45         0.1256     0.000
2022-01-12/01:08:45         0.1565     0.000
2022-01-12/01:08:45         0.1950     0.000
2022-01-12/01:08:45         0.2432   0.06173
2022-01-12/01:08:45         0.3030    0.1553
2022-01-12/01:08:45         0.3776    0.2328
2022-01-12/01:08:45         0.4700    0.3050
2022-01-12/01:08:45         0.5855    0.5085
2022-01-12/01:08:45         0.7291    0.5664
2022-01-12/01:08:45         0.9078    0.5579
2022-01-12/01:08:45          1.129    0.5232
2022-01-12/01:08:45          1.406    0.4687
2022-01-12/01:08:45          1.751    0.4023
2022-01-12/01:08:45          2.180    0.5699
2022-01-12/01:08:45          2.715    0.6914
2022-01-12/01:08:45          3.375    0.6520
2022-01-12/01:08:45          4.202    0.5845
2022-01-12/01:08:45          5.232    0.5014
2022-01-12/01:08:45          6.521    0.4446
2022-01-12/01:08:45          8.126    0.5290
2022-01-12/01:08:45          10.11    0.5036
2022-01-12/01:08:45          12.59    0.6568
2022-01-12/01:08:45          15.68    0.6060
2022-01-12/01:08:45          19.53    0.5606
2022-01-12/01:08:45          24.32    0.4905
2022-01-12/01:08:45          39.23    0.3354
2022-01-12/01:08:45          46.73    0.2868
2022-01-12/01:08:45          56.30    0.2374
2022-01-12/01:08:45          67.84    0.1912
2022-01-12/01:08:45          81.77    0.1500
2022-01-12/01:08:45          98.36    0.1243
2022-01-12/01:08:45          118.6    0.1032
2022-01-12/01:08:45          142.9   0.08720
2022-01-12/01:08:45          171.8   0.07436
2022-01-12/01:08:45          206.7   0.06302
2022-01-12/01:08:45          247.6   0.05527
2022-01-12/01:08:45          295.9   0.04852
2022-01-12/01:08:45          353.2   0.04270
2022-01-12/01:08:45          421.5   0.03774
2022-01-12/01:08:45          504.2   0.03355
2022-01-12/01:08:45          605.4   0.02967
2022-01-12/01:08:45          731.8   0.02598
2022-01-12/01:08:45          972.3   0.02111
2022-01-12/01:09:15        0.03075     0.000
2022-01-12/01:09:15        0.03242     0.000
2022-01-12/01:09:15        0.04127     0.000
2022-01-12/01:09:15        0.05200     0.000
2022-01-12/01:09:15        0.06481     0.000
2022-01-12/01:09:15        0.08088     0.000
2022-01-12/01:09:15         0.1005     0.000
2022-01-12/01:09:15         0.1256     0.000
2022-01-12/01:09:15         0.1565     0.000
2022-01-12/01:09:15         0.1950  0.004746
2022-01-12/01:09:15         0.2432   0.05476
2022-01-12/01:09:15         0.3030    0.1362
2022-01-12/01:09:15         0.3776    0.2039
2022-01-12/01:09:15         0.4700    0.2391
2022-01-12/01:09:15         0.5855    0.2980
2022-01-12/01:09:15         0.7291    0.3169
2022-01-12/01:09:15         0.9078    0.3053
2022-01-12/01:09:15          1.129    0.2800
2022-01-12/01:09:15          1.406    0.2461
2022-01-12/01:09:15          1.751    0.2088
2022-01-12/01:09:15          2.180    0.5655
2022-01-12/01:09:15          2.715    0.7178
2022-01-12/01:09:15          3.375    0.6836
2022-01-12/01:09:15          4.202    0.6183
2022-01-12/01:09:15          5.232    0.5299
2022-01-12/01:09:15          6.521    0.4826
2022-01-12/01:09:15          8.126    0.6090
2022-01-12/01:09:15          10.11    0.5951
2022-01-12/01:09:15          12.59    0.7792
2022-01-12/01:09:15          15.68    0.7372
2022-01-12/01:09:15          19.53    0.6888
2022-01-12/01:09:15          24.32    0.6139
2022-01-12/01:09:15          39.23    0.4353
2022-01-12/01:09:15          46.73    0.3771
2022-01-12/01:09:15          56.30    0.3151
2022-01-12/01:09:15          67.84    0.2549
2022-01-12/01:09:15          81.77    0.2000
2022-01-12/01:09:15          98.36    0.1670
2022-01-12/01:09:15          118.6    0.1374
2022-01-12/01:09:15          142.9    0.1151
2022-01-12/01:09:15          171.8   0.09784
2022-01-12/01:09:15          206.7   0.08291
2022-01-12/01:09:15          247.6   0.07201
2022-01-12/01:09:15          295.9   0.06419
2022-01-12/01:09:15          353.2   0.05693
2022-01-12/01:09:15          421.5   0.05035
2022-01-12/01:09:15          504.2   0.04507
2022-01-12/01:09:15          605.4   0.04005
2022-01-12/01:09:15          731.8   0.03531
2022-01-12/01:09:15          972.3   0.02914
2022-01-12/01:09:45        0.03075     0.000
2022-01-12/01:09:45        0.03242     0.000
2022-01-12/01:09:45        0.04127     0.000
2022-01-12/01:09:45        0.05200     0.000
2022-01-12/01:09:45        0.06481     0.000
2022-01-12/01:09:45        0.08088     0.000
2022-01-12/01:09:45         0.1005     0.000
2022-01-12/01:09:45         0.1256     0.000
2022-01-12/01:09:45         0.1565     0.000
2022-01-12/01:09:45         0.1950     0.000
2022-01-12/01:09:45         0.2432   0.05004
2022-01-12/01:09:45         0.3030    0.1267
2022-01-12/01:09:45         0.3776    0.1909
2022-01-12/01:09:45         0.4700    0.2219
2022-01-12/01:09:45         0.5855    0.2650
2022-01-12/01:09:45         0.7291    0.2774
2022-01-12/01:09:45         0.9078    0.2654
2022-01-12/01:09:45          1.129    0.2419
2022-01-12/01:09:45          1.406    0.2115
2022-01-12/01:09:45          1.751    0.1785
2022-01-12/01:09:45          2.180    0.6377
2022-01-12/01:09:45          2.715    0.7834
2022-01-12/01:09:45          3.375    0.7534
2022-01-12/01:09:45          4.202    0.6933
2022-01-12/01:09:45          5.232    0.6058
2022-01-12/01:09:45          6.521    0.5402
2022-01-12/01:09:45          8.126    0.6287
2022-01-12/01:09:45          10.11    0.6069
2022-01-12/01:09:45          12.59    0.7799
2022-01-12/01:09:45          15.68    0.7375
2022-01-12/01:09:45          19.53    0.6895
2022-01-12/01:09:45          24.32    0.6151
